text,labels,processed_text,bigrams,trigrams,labels_num
" An Application installed or made selectable with the Card Reset privilege and no Implicit Selection parameter is registered in the GlobalPlatform Registry as the implicitly selectable Application on the Basic Logical Channel for all card I/O interfaces supported by the card if no other Application (other than the Issuer Security Domain) is already registered as implicitly selectable on the Basic Logical Channel of any card I/O interface,",nonsec,"['application', 'instal', 'selectable', 'card', 'reset', 'privilege', 'implicit', 'selection', 'parameter', 'register', 'globalplatform', 'registry', 'implicitly', 'selectable', 'application', 'basic', 'logical', 'channel', 'card', 'interface', 'support', 'card', 'application', 'issuer', 'security', 'domain', 'register', 'implicitly', 'selectable', 'basic', 'logical', 'channel', 'card', 'interface']","['application', 'instal', 'selectable', 'card', 'reset', 'privilege', 'implicit', 'selection', 'parameter', 'register', 'globalplatform_registry', 'implicitly_selectable', 'application', 'basic_logical', 'channel', 'card', 'interface', 'support', 'card', 'application', 'issuer', 'security_domain', 'register', 'implicitly_selectable', 'basic_logical', 'channel', 'card', 'interface']","['application', 'instal', 'selectable', 'card', 'reset', 'privilege', 'implicit', 'selection', 'parameter', 'register', 'globalplatform_registry', 'implicitly_selectable', 'application', 'basic_logical_channel', 'card', 'interface', 'support', 'card', 'application', 'issuer_security_domain', 'register', 'implicitly_selectable', 'basic_logical_channel', 'card', 'interface']",0
" A Global Services Application shall Be able to provide services to other Applications, such as CVM services,",nonsec,"['global', 'services', 'application', 'shall', 'able', 'provide', 'service', 'application', 'cvm', 'service']","['global', 'services', 'application', 'shall', 'able', 'provide', 'service', 'application', 'cvm', 'service']","['global', 'services', 'application', 'shall', 'able', 'provide', 'service', 'application', 'cvm', 'service']",0
 The SECURED state may be used to enforce the relevant security policies of the security domain and applications,sec,"['secured', 'state', 'enforce', 'relevant', 'security', 'policie', 'security', 'domain', 'application']","['secured', 'state', 'enforce', 'relevant', 'security', 'policie', 'security_domain', 'application']","['secured', 'state', 'enforce', 'relevant', 'security', 'policie', 'security_domain', 'application']",1
The amount to be reversed is the amount of the last step of the transaction. The reversal command sent to the CEP card contains a S2 MAC computed by the PSAM,sec,"['reverse', 'step', 'transaction', 'reversal', 'command', 'send', 'cep', 'card', 'contain', 'mac', 'compute', 'psam']","['reverse', 'step', 'transaction', 'reversal', 'command', 'send', 'cep_card', 'contain', 'mac', 'compute', 'psam']","['reverse', 'step', 'transaction', 'reversal', 'command', 'send', 'cep_card', 'contain', 'mac', 'compute', 'psam']",1
 The state TERMINATED shall be used to permanently disable all card functionality with respect to any card content management and any life cycle changes.,nonsec,"['state', 'terminate', 'shall', 'permanently', 'disable', 'card', 'functionality', 'respect', 'card', 'content', 'management', 'life', 'cycle', 'change']","['state', 'terminate', 'shall', 'permanently', 'disable', 'card', 'functionality', 'respect', 'card', 'content', 'management', 'life_cycle', 'change']","['state', 'terminate', 'shall', 'permanently', 'disable', 'card', 'functionality', 'respect', 'card', 'content', 'management', 'life_cycle', 'change']",0
" At OP_READY state, issuer security domain shall be implicitly selected application for all card interfaces",nonsec,"['ready', 'state', 'issuer', 'security', 'domain', 'shall', 'implicitly', 'select', 'application', 'card', 'interface']","['ready', 'state', 'issuer', 'security_domain', 'shall', 'implicitly', 'select_application', 'card', 'interface']","['ready', 'state', 'issuer_security_domain', 'shall', 'implicitly', 'select_application', 'card', 'interface']",0
The CNG shall support the connection to a STB (or media gateway) both in a bridged or in a routed mode of operation.,nonsec,"['cng', 'shall', 'support', 'connection', 'stb', 'medium', 'gateway', 'bridge', 'route', 'mode', 'operation']","['cng', 'shall', 'support', 'connection', 'stb_medium', 'gateway', 'bridge', 'route', 'mode_operation']","['cng', 'shall', 'support', 'connection', 'stb_medium_gateway', 'bridge', 'route', 'mode_operation']",0
" To ensure card security and integrity, the GlobalPlatform is designed to support a range of secure mechanisms for: Data integrity, Resource availability, Confidentiality, Authentication.",sec,"['ensure', 'card', 'security', 'integrity', 'globalplatform', 'design', 'support', 'range', 'secure', 'mechanism', 'datum', 'integrity', 'resource', 'availability', 'confidentiality', 'authentication']","['ensure', 'card', 'security', 'integrity', 'globalplatform', 'design', 'support', 'range', 'secure', 'mechanism', 'datum', 'integrity', 'resource', 'availability', 'confidentiality', 'authentication']","['ensure', 'card', 'security', 'integrity', 'globalplatform', 'design', 'support', 'range', 'secure', 'mechanism', 'datum', 'integrity', 'resource', 'availability', 'confidentiality', 'authentication']",1
The CND/CNG shall support a mechanism allowing the user to manually modify the association between a public identity (e.g. phone number) and a specific private identity corresponding to a single customer device not provided with a UICC and corresponding also to legal service level agreements between the user and the service provider.,nonsec,"['cnd', 'cng', 'shall', 'support', 'mechanism', 'allow', 'user', 'manually', 'modify', 'association', 'public', 'identity', 'phone', 'number', 'specific', 'private', 'identity', 'correspond', 'single', 'customer', 'device', 'provide', 'uicc', 'correspond', 'legal', 'service', 'level', 'agreement', 'user', 'service', 'provider']","['cnd', 'cng', 'shall', 'support_mechanism', 'allow', 'user', 'manually', 'modify', 'association', 'public_identity', 'phone', 'number', 'specific', 'private_identity', 'correspond', 'single', 'customer', 'device', 'provide', 'uicc', 'correspond', 'legal', 'service', 'level', 'agreement', 'user', 'service', 'provider']","['cnd', 'cng', 'shall_support_mechanism', 'allow', 'user', 'manually', 'modify', 'association', 'public_identity', 'phone', 'number', 'specific', 'private_identity', 'correspond', 'single', 'customer', 'device', 'provide', 'uicc', 'correspond', 'legal', 'service', 'level', 'agreement', 'user', 'service', 'provider']",0
Ensure that each batch of transactions is cleared and settled once and only once,nonsec,"['ensure', 'batch', 'transaction', 'clear', 'settle']","['ensure', 'batch', 'transaction', 'clear', 'settle']","['ensure', 'batch', 'transaction', 'clear', 'settle']",0
All on-line messages must have the ability to include card issuer discretionary data from the CEP card,nonsec,"['line', 'message', 'ability', 'include', 'card', 'issuer', 'discretionary', 'datum', 'cep', 'card']","['line', 'message', 'ability', 'include', 'card', 'issuer', 'discretionary', 'datum', 'cep_card']","['line', 'message', 'ability', 'include', 'card_issuer', 'discretionary', 'datum', 'cep_card']",0
 Applications and Security Domains may access andor modify some content known or managed by the OPEN.,nonsec,"['application', 'security', 'domains', 'access', 'andor', 'modify', 'content', 'know', 'manage', 'open']","['application', 'security', 'domains', 'access', 'andor', 'modify', 'content', 'know', 'manage', 'open']","['application', 'security', 'domains', 'access', 'andor', 'modify', 'content', 'know', 'manage', 'open']",0
 The OPEN shall be responsible to maintain security and administration of the card and its content,sec,"['open', 'shall', 'responsible', 'maintain', 'security', 'administration', 'card', 'content']","['open', 'shall', 'responsible', 'maintain', 'security', 'administration', 'card', 'content']","['open', 'shall', 'responsible', 'maintain', 'security', 'administration', 'card', 'content']",1
CNG shall support mechanisms allowing the CNDs remote management when applicable.,nonsec,"['cng', 'shall', 'support', 'mechanism', 'allow', 'cnd', 'remote', 'management', 'applicable']","['cng', 'shall', 'support_mechanism', 'allow', 'cnd', 'remote_management', 'applicable']","['cng', 'shall_support_mechanism', 'allow', 'cnd', 'remote_management', 'applicable']",0
 The card under CARD_LOCKED state shall only allow the application to select the final application privilege,nonsec,"['card', 'card', 'locked', 'state', 'shall', 'allow', 'application', 'select', 'final', 'application', 'privilege']","['card', 'card', 'locked', 'state', 'shall', 'allow', 'application', 'select', 'final', 'application', 'privilege']","['card', 'card', 'locked', 'state', 'shall', 'allow', 'application', 'select', 'final', 'application', 'privilege']",0
"Presence related information shall be sent to the NGN by the STB or the CNG (depending on the specific architectural choices, CNG could manage the presence related information on behalf of the specific device used) to enable specific services tailored on the specific user's profile.",nonsec,"['presence', 'relate', 'information', 'shall', 'sent', 'ngn', 'stb', 'cng', 'depend', 'specific', 'architectural', 'choice', 'cng', 'manage', 'presence', 'relate', 'information', 'behalf', 'specific', 'device', 'enable', 'specific', 'service', 'tailor', 'specific', 'user', 'profile']","['presence', 'relate', 'information', 'shall', 'sent', 'ngn', 'stb', 'cng', 'depend', 'specific', 'architectural', 'choice', 'cng', 'manage', 'presence', 'relate', 'information', 'behalf', 'specific', 'device', 'enable', 'specific', 'service', 'tailor', 'specific', 'user', 'profile']","['presence', 'relate', 'information', 'shall', 'sent', 'ngn', 'stb', 'cng', 'depend', 'specific', 'architectural', 'choice', 'cng', 'manage', 'presence', 'relate', 'information', 'behalf', 'specific', 'device', 'enable', 'specific', 'service', 'tailor', 'specific', 'user', 'profile']",0
" When applicable a Security Domain shall Request the OPEN to load, install, extradite, and delete card content,",nonsec,"['applicable', 'security', 'domain', 'shall', 'request', 'open', 'load', 'install', 'extradite', 'delete', 'card', 'content']","['applicable', 'security_domain', 'shall', 'request', 'open', 'load', 'install', 'extradite', 'delete', 'card', 'content']","['applicable_security_domain', 'shall', 'request', 'open', 'load', 'install', 'extradite', 'delete', 'card', 'content']",0
" An Application installed or made selectable with a specific Implicit Selection parameter is registered in the GlobalPlatform Registry as the implicitly selectable Application on the logical channel(s) of the card I/O interface(s) indicated in the parameter if no other Application (other than the Issuer Security Domain) is already registered as implicitly selectable on that logical channel(s) of that card I/O interface(s),",nonsec,"['application', 'instal', 'selectable', 'specific', 'implicit', 'selection', 'parameter', 'register', 'globalplatform', 'registry', 'implicitly', 'selectable', 'application', 'logical', 'channel', 'card', 'interface', 'indicate', 'parameter', 'application', 'issuer', 'security', 'domain', 'register', 'implicitly', 'selectable', 'logical', 'channel', 'card', 'interface']","['application', 'instal', 'selectable', 'specific', 'implicit', 'selection', 'parameter', 'register', 'globalplatform_registry', 'implicitly_selectable', 'application', 'logical_channel', 'card', 'interface', 'indicate', 'parameter', 'application', 'issuer', 'security_domain', 'register', 'implicitly_selectable', 'logical_channel', 'card', 'interface']","['application', 'instal', 'selectable', 'specific', 'implicit', 'selection', 'parameter', 'register', 'globalplatform_registry', 'implicitly_selectable', 'application', 'logical_channel', 'card', 'interface', 'indicate', 'parameter', 'application', 'issuer_security_domain', 'register', 'implicitly_selectable', 'logical_channel', 'card', 'interface']",0
"The PSAM authenticates that the purchase transaction being canceled was performed by the PSAM, and that the transaction being canceled is part of the active batch",sec,"['psam', 'authenticate', 'purchase', 'transaction', 'cancel', 'perform', 'psam', 'transaction', 'cancel', 'active', 'batch']","['psam', 'authenticate', 'purchase_transaction', 'cancel', 'perform', 'psam', 'transaction', 'cancel', 'active', 'batch']","['psam', 'authenticate', 'purchase_transaction', 'cancel', 'perform', 'psam', 'transaction', 'cancel', 'active', 'batch']",1
 A GlobalPlatform card should support symmetric cryptography such as the Data Encryption Standard (DES) algorithm.,sec,"['globalplatform', 'card', 'support', 'symmetric', 'cryptography', 'data', 'encryption', 'standard', 'des', 'algorithm']","['globalplatform', 'card', 'support', 'symmetric', 'cryptography', 'data', 'encryption', 'standard', 'des', 'algorithm']","['globalplatform', 'card', 'support', 'symmetric', 'cryptography', 'data', 'encryption', 'standard', 'des', 'algorithm']",1
